0	31	1
0	40	1
0	32	1
0	7	1
0	28	1
0	23	1
0	0	1
0	48	1
0	19	1
1	0	1
1	47	1
1	29	1
1	15	1
1	7	1
1	31	1
1	22	1
1	5	1
1	33	1
1	35	1
1	17	1
1	11	1
2	48	1
2	4	1
2	24	1
2	54	1
2	38	1
2	28	1
2	31	1
2	11	1
2	35	1
2	17	1
2	7	1
2	50	1
2	3	1
2	15	1
2	52	1
3	56	1
3	46	1
3	42	1
3	43	1
3	11	1
3	55	1
3	12	1
3	49	1
3	14	1
3	31	1
3	52	1
3	34	1
3	41	1
3	53	1
3	7	1
3	16	1
3	30	1
3	20	1
3	51	1
3	1	1
3	39	1
3	6	1
3	45	1
3	26	1
3	37	1
3	10	1
3	2	1
3	21	1
3	13	1
3	27	1
3	44	1
3	35	1
3	18	1
3	17	1
3	25	1
3	9	1
3	47	1
4	31	1
4	22	1
4	8	1
4	11	1
4	28	1
4	36	1
4	7	1
4	35	1
4	32	1
4	17	1
4	0	1
5	7	1
