0	org/apache/lucene/search/LeafCollector/collect(int)
1	java/lang/Math/max(float,float)
2	org/apache/lucene/util/BitSet/prevSetBit(int)
3	org/apache/lucene/search/Scorer/score()
4	java/util/Iterator/hasNext()
5	org/apache/lucene/index/SortedSetDocValues/nextOrd()
6	java/lang/StringBuilder/toString()
7	java/lang/Math/min(float,float)
8	java/lang/StringBuilder/append(java.lang.String)
9	java/util/HashMap/remove(java.lang.Object)
10	org/apache/lucene/search/Scorer/nextDoc()
11	java/util/HashMap/put(java.lang.Object,java.lang.Object)
12	org/apache/lucene/search/join/ScoreMode/ordinal()
13	org/apache/lucene/search/join/ToChildBlockJoinQuery$ToChildBlockJoinScorer/validateParentDoc()
14	java/util/List/iterator()
15	org/apache/lucene/index/LeafReader/getLiveDocs()
16	java/util/Arrays/fill(float[],int,int,float)
17	org/apache/lucene/index/LeafReaderContext/reader()
18	java/util/Iterator/next()
19	org/apache/lucene/search/FieldComparator/compare(int,int)
20	java/util/TreeSet/size()
21	org/apache/lucene/index/SortedSetDocValues/lookupOrd(long)
22	java/lang/StringBuilder/StringBuilder()
23	org/apache/lucene/search/Collector/getLeafCollector(org.apache.lucene.index.LeafReaderContext)
24	org/apache/lucene/index/SortedSetDocValues/setDocument(int)
25	org/apache/lucene/search/LeafCollector/setScorer(org.apache.lucene.search.Scorer)
26	org/apache/lucene/search/Scorer/freq()
27	org/apache/lucene/util/BytesRefHash/add(org.apache.lucene.util.BytesRef)
28	java/lang/AssertionError/AssertionError(java.lang.Object)
29	org/apache/lucene/util/ArrayUtil/grow(float[])
30	org/apache/lucene/search/Weight/scorer(org.apache.lucene.index.LeafReaderContext)
31	org/apache/lucene/util/Bits/get(int)
32	java/lang/StringBuilder/append(int)
