0	59	1
0	40	1
0	68	1
0	61	1
0	64	1
0	73	1
0	33	1
0	34	1
0	83	1
1	50	1
1	14	1
1	86	1
1	34	1
1	73	1
1	63	1
1	44	1
1	59	1
1	64	1
1	29	1
1	61	1
2	21	1
2	3	1
2	14	1
2	40	1
2	79	1
2	37	1
2	30	1
2	7	1
2	46	1
2	35	1
2	66	1
2	44	1
2	11	1
2	68	1
2	8	1
2	49	1
2	10	1
2	60	1
2	13	1
2	61	1
2	84	1
2	56	1
2	42	1
2	83	1
2	22	1
2	86	1
2	1	1
2	34	1
2	5	1
2	81	1
2	33	1
2	4	1
2	64	1
2	71	1
2	38	1
2	24	1
2	54	1
2	70	1
3	86	1
3	61	1
3	41	1
3	44	1
3	39	1
3	63	1
3	15	1
3	32	1
3	76	1
3	34	1
3	68	1
3	30	1
3	33	1
3	57	1
3	2	1
3	73	1
3	83	1
3	78	1
3	40	1
3	25	1
3	85	1
3	71	1
3	14	1
3	77	1
4	26	1
4	6	1
4	16	1
4	76	1
4	23	1
4	58	1
4	53	1
4	36	1
4	47	1
4	19	1
4	25	1
4	55	1
4	0	1
4	45	1
4	62	1
4	75	1
4	44	1
4	74	1
4	14	1
4	86	1
4	61	1
4	69	1
4	82	1
4	80	1
4	27	1
4	67	1
4	17	1
4	46	1
4	12	1
4	20	1
4	64	1
4	63	1
4	65	1
4	43	1
4	40	1
4	18	1
4	15	1
4	48	1
4	72	1
4	51	1
4	68	1
4	57	1
4	9	1
4	52	1
4	28	1
4	30	1
4	34	1
4	31	1
5	33	1
5	64	1
5	61	1
5	73	1
