0	18	1
0	0	1
0	27	1
0	22	1
0	3	1
0	6	1
0	10	1
0	8	1
0	7	1
0	33	1
0	20	1
0	1	1
0	25	1
0	31	1
0	39	1
0	11	1
0	5	1
1	31	1
1	6	1
1	18	1
1	5	1
1	1	1
1	8	1
1	27	1
1	22	1
1	11	1
1	39	1
1	3	1
1	20	1
1	25	1
1	10	1
1	0	1
1	33	1
1	7	1
2	0	1
2	25	1
2	37	1
2	33	1
2	5	1
2	24	1
2	29	1
2	3	1
2	18	1
3	25	1
3	18	1
3	33	1
3	5	1
3	29	1
3	0	1
3	24	1
3	37	1
3	3	1
4	16	1
4	6	1
4	23	1
4	30	1
4	32	1
4	2	1
4	26	1
4	12	1
4	38	1
4	13	1
4	35	1
4	9	1
4	34	1
4	5	1
4	17	1
4	36	1
4	19	1
4	21	1
4	15	1
4	4	1
4	1	1
4	14	1
4	28	1
4	40	1
5	8	1
5	3	1
5	6	1
5	33	1
