0	16	1
0	38	1
0	37	1
0	4	1
0	27	1
0	39	1
0	23	1
0	19	1
0	40	1
0	42	1
0	12	1
0	13	1
1	6	1
1	35	1
1	45	1
1	49	1
1	12	1
1	44	1
1	53	1
1	37	1
1	13	1
1	0	1
2	11	1
2	48	1
2	8	1
2	34	1
2	22	1
2	2	1
2	32	1
2	15	1
2	20	1
2	10	1
2	30	1
2	36	1
2	51	1
2	41	1
2	27	1
2	5	1
2	3	1
2	31	1
2	26	1
2	46	1
2	9	1
2	13	1
2	12	1
2	47	1
2	33	1
3	43	1
3	17	1
3	52	1
3	28	1
3	12	1
3	27	1
3	7	1
3	25	1
3	24	1
3	8	1
3	13	1
3	21	1
3	50	1
3	37	1
4	12	1
4	37	1
4	21	1
4	17	1
4	27	1
4	14	1
4	1	1
4	7	1
4	13	1
5	29	1
5	13	1
5	4	1
5	18	1
