0	24	1
0	58	1
0	75	1
0	80	1
0	1	1
0	28	1
0	43	1
0	84	1
0	19	1
0	20	1
0	82	1
0	36	1
0	85	1
0	57	1
0	48	1
0	17	1
0	37	1
0	59	1
0	44	1
0	38	1
0	49	1
0	41	1
0	16	1
0	35	1
0	18	1
0	0	1
0	9	1
0	25	1
0	10	1
1	36	1
1	73	1
1	66	1
1	49	1
1	10	1
1	88	1
1	38	1
1	8	1
1	60	1
2	47	1
2	49	1
2	32	1
2	38	1
2	16	1
2	36	1
2	20	1
2	10	1
2	41	1
2	82	1
2	57	1
3	26	1
3	45	1
3	38	1
3	64	1
3	55	1
3	10	1
3	58	1
3	54	1
3	50	1
3	40	1
3	29	1
3	83	1
3	71	1
3	78	1
3	68	1
3	25	1
3	13	1
3	87	1
3	16	1
3	23	1
3	57	1
3	63	1
3	33	1
3	7	1
3	14	1
3	76	1
3	3	1
3	27	1
3	2	1
3	48	1
3	17	1
3	6	1
3	22	1
3	77	1
3	88	1
3	89	1
3	49	1
3	72	1
3	30	1
3	4	1
3	36	1
3	81	1
3	34	1
3	46	1
3	53	1
3	20	1
3	32	1
4	31	1
4	86	1
4	5	1
4	89	1
4	62	1
4	10	1
4	38	1
4	90	1
4	36	1
4	79	1
4	70	1
4	74	1
4	69	1
4	39	1
4	71	1
4	56	1
4	0	1
4	11	1
4	67	1
4	21	1
4	52	1
4	65	1
4	82	1
4	15	1
4	49	1
4	12	1
4	61	1
4	19	1
5	36	1
5	10	1
5	51	1
5	42	1
