0	25	1
0	32	1
0	24	1
0	40	1
0	17	1
0	20	1
0	52	1
0	38	1
0	63	1
0	50	1
0	0	1
0	47	1
0	26	1
0	61	1
0	30	1
0	59	1
0	49	1
1	47	1
1	40	1
1	63	1
1	59	1
1	32	1
1	50	1
1	26	1
1	61	1
1	20	1
1	24	1
1	38	1
1	0	1
1	17	1
1	30	1
1	49	1
1	52	1
2	68	1
2	66	1
2	56	1
2	49	1
2	3	1
2	18	1
2	15	1
2	1	1
2	4	1
2	23	1
2	48	1
2	46	1
2	54	1
2	33	1
2	43	1
2	41	1
2	57	1
2	69	1
2	29	1
2	31	1
2	13	1
2	12	1
2	58	1
2	11	1
2	65	1
2	2	1
2	45	1
2	27	1
2	19	1
2	51	1
2	60	1
2	37	1
2	36	1
2	62	1
2	10	1
2	21	1
2	35	1
2	55	1
4	6	1
4	22	1
4	42	1
4	8	1
4	7	1
4	34	1
4	14	1
4	5	1
4	64	1
4	28	1
4	9	1
4	53	1
4	44	1
4	70	1
4	67	1
4	39	1
4	16	1
5	52	1
