0	java/lang/StringBuffer/StringBuffer()
1	java/util/Iterator/hasNext()
2	org/apache/maven/artifact/Artifact/getScope()
3	org/apache/maven/plugin/logging/Log/info(java.lang.CharSequence)
4	java/lang/StringBuffer/length()
5	org/apache/maven/model/io/xpp3/MavenXpp3Reader/MavenXpp3Reader()
6	org/apache/maven/artifact/Artifact/getArtifactId()
7	org/apache/maven/plugin/dependency/UnpackDependenciesMojo/getDependencySets(boolean)
8	org/apache/maven/artifact/Artifact/getClassifier()
9	org/apache/maven/plugin/MojoExecutionException/MojoExecutionException(java.lang.String,java.lang.Exception)
10	java/lang/StringBuilder/toString()
11	org/codehaus/plexus/util/ReaderFactory/newXmlReader(java.io.File)
12	org/codehaus/plexus/util/StringUtils/isNotEmpty(java.lang.String)
13	java/util/HashSet/HashSet()
14	java/lang/StringBuffer/toString()
15	java/lang/StringBuilder/append(java.lang.String)
16	java/util/Set/isEmpty()
17	java/lang/StringBuffer/append(java.lang.String)
18	java/util/List/iterator()
19	java/lang/StringBuilder/append(java.lang.Object)
20	java/util/Iterator/next()
21	org/apache/maven/plugin/dependency/fromConfiguration/CopyMojo/getProcessedArtifactItems(boolean)
22	org/apache/maven/artifact/Artifact/getVersion()
23	org/apache/maven/artifact/Artifact/getFile()
24	org/apache/maven/model/io/xpp3/MavenXpp3Reader/read(java.io.Reader)
25	org/apache/maven/plugin/logging/Log/isInfoEnabled()
26	java/lang/StringBuilder/StringBuilder()
27	org/apache/maven/plugin/dependency/UnpackDependenciesMojo/getLog()
28	org/codehaus/plexus/util/IOUtil/close(java.io.Reader)
29	java/lang/Exception/getMessage()
30	org/apache/maven/project/MavenProject/getFile()
31	org/apache/maven/model/Model/getDependencyManagement()
32	java/io/File/getName()
33	org/apache/maven/artifact/Artifact/getGroupId()
34	java/io/PrintWriter/write(java.lang.String)
35	org/apache/maven/shared/dependency/tree/DependencyNode/getParent()
36	java/io/PrintWriter/println(java.lang.String)
37	org/apache/maven/plugin/dependency/UnpackDependenciesMojo/unpack(java.io.File,java.io.File,java.lang.String,java.lang.String)
38	org/apache/maven/plugin/dependency/fromConfiguration/CopyMojo/isSkip()
39	org/apache/maven/shared/dependency/tree/DependencyNode/getArtifact()
40	java/util/Set/iterator()
41	org/apache/maven/plugin/dependency/fromConfiguration/CopyMojo/getLog()
42	org/apache/maven/artifact/Artifact/getArtifactHandler()
43	org/apache/maven/artifact/handler/ArtifactHandler/getExtension()
44	org/apache/maven/model/Model/getDependencies()
45	org/apache/maven/plugin/dependency/AnalyzeDuplicateMojo/getLog()
46	java/io/PrintWriter/print(java.lang.String)
47	org/apache/maven/model/DependencyManagement/getDependencies()
