0	19	1
0	18	1
0	24	1
0	21	1
0	29	1
0	42	1
0	6	1
0	28	1
0	30	1
0	5	1
0	38	1
0	9	1
0	23	1
0	17	1
0	8	1
0	2	1
0	31	1
0	33	1
0	37	1
0	10	1
0	1	1
0	27	1
1	34	1
1	16	1
1	13	1
1	26	1
1	0	1
1	24	1
1	8	1
1	2	1
1	14	1
1	11	1
1	40	1
1	9	1
1	35	1
2	26	1
2	29	1
2	1	1
2	23	1
2	10	1
2	27	1
2	24	1
2	38	1
2	19	1
2	5	1
2	37	1
2	8	1
2	31	1
2	42	1
2	9	1
2	28	1
2	30	1
2	39	1
2	18	1
2	17	1
3	35	1
3	9	1
3	16	1
3	14	1
3	26	1
3	11	1
3	34	1
3	13	1
3	0	1
3	8	1
3	40	1
3	24	1
4	12	1
4	15	1
4	32	1
4	20	1
4	8	1
4	2	1
4	7	1
4	36	1
4	3	1
4	9	1
4	22	1
4	25	1
4	41	1
4	4	1
5	24	1
