0	java/lang/Class/forName(java.lang.String)
1	java/sql/Statement/executeQuery(java.lang.String)
2	java/sql/Connection/createStatement()
3	java/sql/ResultSet/getInt(int)
4	java/sql/Connection/close()
5	java/sql/Connection/commit()
6	java/lang/Object/getClass()
7	java/sql/ResultSet/getString(java.lang.String)
8	se/jsta/DBHelper/executeUpdate(java.lang.String)
9	java/sql/DriverManager/getConnection(java.lang.String)
10	java/util/ArrayList/ArrayList()
11	java/sql/ResultSet/next()
12	java/io/PrintStream/println(java.lang.String)
13	java/lang/Throwable/getMessage()
14	java/lang/Class/getName()
15	java/io/PrintStream/print(java.lang.String)
16	java/sql/Statement/close()
17	java/sql/Connection/setAutoCommit(boolean)
18	java/sql/Statement/executeUpdate(java.lang.String)
19	se/jsta/DBHelper/isTableAlreadyCreted()
20	java/sql/ResultSet/close()
21	database/Conn/getConnection()
22	java/util/concurrent/TimeoutException/TimeoutException(java.lang.String)
