0	java/lang/Integer/intValue()
1	java/lang/StringBuffer/StringBuffer()
2	java/lang/Integer/Integer(int)
3	java/lang/System/currentTimeMillis()
4	org/antlr/runtime/debug/Profiler$DecisionDescriptor/DecisionDescriptor()
5	java/io/BufferedReader/BufferedReader(java.io.Reader)
6	java/util/List/get(int)
7	java/lang/StringBuilder/toString()
8	java/io/OutputStreamWriter/OutputStreamWriter(java.io.OutputStream,java.lang.String)
9	java/lang/StringBuffer/toString()
10	java/lang/StringBuilder/append(java.lang.String)
11	java/net/Socket/getOutputStream()
12	java/util/Stack/pop()
13	java/net/ServerSocket/accept()
14	java/io/PrintWriter/PrintWriter(java.io.Writer)
15	java/net/Socket/setTcpNoDelay(boolean)
16	java/lang/StringBuffer/append(java.lang.String)
17	java/io/PrintStream/println(java.lang.String)
18	java/lang/StringBuilder/append(java.lang.Object)
19	java/lang/StringBuilder/StringBuilder()
20	java/lang/StringBuffer/append(int)
21	java/lang/StringBuffer/append(java.lang.Object)
22	java/net/Socket/getInputStream()
23	java/io/PrintStream/println(java.lang.Object)
24	java/util/Stack/peek()
25	java/io/PrintStream/print(java.lang.String)
26	java/lang/String/valueOf(int)
27	java/io/PrintWriter/println(java.lang.String)
28	java/io/InputStreamReader/InputStreamReader(java.io.InputStream,java.lang.String)
29	java/lang/StringBuffer/append(boolean)
30	org/antlr/runtime/TokenStream/index()
31	java/io/BufferedWriter/BufferedWriter(java.io.Writer)
32	org/antlr/runtime/debug/DebugParser/getTokenStream()
33	java/lang/Math/max(int,int)
34	java/io/PrintWriter/flush()
35	java/util/List/add(java.lang.Object)
36	java/net/ServerSocket/ServerSocket(int)
37	java/util/List/size()
38	java/util/Stack/push(java.lang.Object)
39	org/antlr/runtime/debug/Profiler$DecisionEvent/DecisionEvent()
