0	63	1
0	41	1
0	24	1
0	70	1
0	45	1
0	69	1
0	34	1
0	64	1
0	18	1
0	5	1
0	58	1
0	68	1
0	30	1
0	37	1
0	32	1
0	72	1
0	38	1
0	67	1
0	71	1
0	8	1
0	2	1
0	31	1
0	33	1
0	65	1
0	57	1
0	20	1
0	60	1
0	28	1
0	66	1
0	44	1
1	28	1
1	34	1
1	36	1
1	41	1
1	2	1
1	38	1
1	63	1
1	18	1
1	57	1
1	44	1
1	60	1
1	20	1
1	24	1
1	64	1
1	8	1
1	68	1
1	66	1
1	45	1
1	71	1
1	31	1
1	58	1
1	32	1
1	65	1
1	69	1
1	30	1
1	5	1
1	67	1
1	72	1
1	37	1
1	33	1
1	70	1
2	4	1
2	13	1
2	48	1
2	35	1
2	47	1
2	25	1
2	21	1
2	7	1
2	0	1
2	54	1
2	12	1
2	9	1
2	16	1
2	17	1
2	3	1
2	51	1
2	52	1
3	26	1
3	62	1
3	14	1
3	35	1
3	29	1
3	11	1
3	1	1
3	55	1
3	10	1
3	4	1
3	15	1
3	49	1
3	22	1
3	19	1
3	6	1
3	53	1
3	61	1
4	39	1
4	27	1
4	23	1
4	46	1
4	42	1
4	56	1
4	50	1
4	59	1
4	43	1
4	40	1
5	8	1
