0	java/lang/reflect/Method/getAnnotation(java.lang.Class)
1	org/glassfish/hk2/api/Injectee/getRequiredQualifiers()
2	java/lang/Boolean/valueOf(boolean)
3	org/glassfish/hk2/utilities/reflection/ReflectionHelper/getFirstTypeArgument(java.lang.reflect.Type)
4	org/glassfish/hk2/api/Injectee/getRequiredType()
5	java/util/Iterator/hasNext()
6	org/glassfish/hk2/api/MultiException/MultiException(java.lang.Throwable)
7	java/util/HashMap/HashMap()
8	java/lang/StringBuilder/toString()
9	org/glassfish/hk2/api/Injectee/getParent()
10	java/lang/IllegalArgumentException/IllegalArgumentException(java.lang.String)
11	java/lang/StringBuilder/append(java.lang.String)
12	org/glassfish/hk2/utilities/reflection/ReflectionHelper/getRawClass(java.lang.reflect.Type)
13	java/util/Set/size()
14	java/lang/String/equals(java.lang.Object)
15	org/glassfish/hk2/utilities/reflection/ReflectionHelper/getQualifierAnnotations(java.lang.reflect.AnnotatedElement)
16	org/glassfish/hk2/api/Visibility/value()
17	java/util/Set/toArray(java.lang.Object[])
18	java/lang/StringBuilder/append(java.lang.Object)
19	org/glassfish/hk2/utilities/reflection/ScopeInfo/getScope()
20	java/util/Iterator/next()
21	org/glassfish/hk2/utilities/reflection/ScopeInfo/getAnnoType()
22	org/jvnet/hk2/annotations/Service/name()
23	java/lang/StringBuilder/StringBuilder()
24	org/glassfish/hk2/api/Rank/value()
25	org/jvnet/hk2/annotations/Service/metadata()
26	org/glassfish/hk2/utilities/reflection/ReflectionHelper/readMetadataMap(java.lang.String,java.util.Map)
27	org/glassfish/hk2/api/ProxyForSameScope/value()
28	java/lang/Class/getName()
29	org/glassfish/hk2/api/ActiveDescriptor/getImplementationClass()
30	java/lang/IllegalArgumentException/IllegalArgumentException()
31	java/util/Set/iterator()
32	org/glassfish/hk2/api/Injectee/getUnqualified()
33	org/glassfish/hk2/api/UseProxy/value()
34	java/lang/Object/equals(java.lang.Object)
35	org/glassfish/hk2/utilities/BuilderHelper/getMetadataValues(java.lang.annotation.Annotation,java.util.Map)
36	org/glassfish/hk2/utilities/reflection/ReflectionHelper/getNameFromAllQualifiers(java.util.Set,java.lang.reflect.AnnotatedElement)
37	org/jvnet/hk2/internal/AutoActiveDescriptor/setScopeAsAnnotation(java.lang.annotation.Annotation)
38	java/util/Map/clear()
39	org/glassfish/hk2/utilities/reflection/ReflectionHelper/parseServiceMetadataString(java.lang.String,java.util.Map)
40	java/lang/Class/getAnnotation(java.lang.Class)
