0	14	1
0	36	1
0	41	1
0	17	1
0	73	1
0	20	1
0	22	1
0	53	1
0	34	1
0	44	1
1	4	1
1	14	1
1	34	1
1	35	1
1	29	1
1	59	1
1	53	1
1	27	1
1	70	1
1	69	1
1	17	1
1	39	1
1	1	1
1	41	1
1	21	1
1	26	1
1	63	1
1	22	1
1	23	1
1	71	1
1	74	1
1	57	1
2	32	1
2	59	1
2	58	1
2	53	1
2	0	1
2	74	1
2	29	1
2	62	1
2	57	1
2	39	1
2	64	1
2	47	1
2	27	1
2	26	1
2	71	1
2	11	1
2	35	1
2	48	1
2	72	1
2	15	1
2	56	1
2	63	1
2	5	1
2	14	1
2	1	1
2	70	1
2	22	1
2	4	1
2	17	1
2	41	1
2	46	1
2	34	1
2	21	1
2	60	1
3	42	1
3	1	1
3	26	1
3	14	1
3	34	1
3	53	1
3	8	1
3	10	1
3	7	1
3	58	1
3	41	1
3	45	1
3	69	1
3	66	1
3	2	1
3	27	1
3	63	1
3	17	1
4	41	1
4	65	1
4	54	1
4	50	1
4	34	1
4	2	1
4	18	1
4	52	1
4	30	1
4	42	1
4	43	1
4	51	1
4	6	1
4	3	1
4	67	1
4	24	1
4	37	1
4	19	1
4	38	1
4	68	1
4	55	1
4	17	1
4	40	1
4	61	1
4	28	1
4	53	1
4	31	1
4	9	1
4	12	1
4	66	1
4	49	1
4	45	1
4	16	1
4	25	1
4	14	1
4	13	1
4	33	1
5	41	1
5	34	1
5	14	1
5	17	1
