0	0	1
0	18	1
0	64	1
0	57	1
0	10	1
0	2	1
0	59	1
0	23	1
0	65	1
0	7	1
0	55	1
0	51	1
0	56	1
0	62	1
0	8	1
0	47	1
1	34	1
1	35	1
1	46	1
1	39	1
1	32	1
1	31	1
1	52	1
1	22	1
1	20	1
1	57	1
1	43	1
1	17	1
1	19	1
1	38	1
1	33	1
1	54	1
1	50	1
1	29	1
2	58	1
2	13	1
2	27	1
2	57	1
2	48	1
2	28	1
2	9	1
2	11	1
2	42	1
2	63	1
3	23	1
3	51	1
3	8	1
3	30	1
3	3	1
3	49	1
3	5	1
3	40	1
3	62	1
3	54	1
3	60	1
3	26	1
3	18	1
3	16	1
3	53	1
3	6	1
3	25	1
3	37	1
3	4	1
3	14	1
3	24	1
3	52	1
4	44	1
4	18	1
4	8	1
4	1	1
4	21	1
4	15	1
4	12	1
4	41	1
4	14	1
4	61	1
4	49	1
4	62	1
4	52	1
4	45	1
4	36	1
5	65	1
5	57	1
5	7	1
5	8	1
