0	com/netflix/servo/util/ThreadCpuStats$CpuUsage/getOneMinute()
1	com/netflix/servo/util/ThreadCpuStats$CpuUsage/CpuUsage(long,java.lang.String,com.netflix.servo.util.ThreadCpuStats$1)
2	java/lang/management/GarbageCollectorMXBean/getCollectionCount()
3	com/netflix/servo/util/ThreadCpuStats$CpuUsage/getThreadId()
4	java/util/concurrent/atomic/AtomicReference/set(java.lang.Object)
5	java/util/Iterator/hasNext()
6	java/lang/System/currentTimeMillis()
7	com/netflix/servo/util/ThreadCpuStats$CpuUsage/access$300(com.netflix.servo.util.ThreadCpuStats$CpuUsage)
8	java/util/Collections/sort(java.util.List,java.util.Comparator)
9	java/lang/management/ThreadInfo/getThreadName()
10	javax/management/ObjectName/getDomain()
11	java/lang/Double/valueOf(double)
12	java/lang/management/ThreadMXBean/getAllThreadIds()
13	java/lang/Long/valueOf(long)
14	com/google/common/collect/Maps/newHashMap()
15	java/lang/management/GarbageCollectorMXBean/getCollectionTime()
16	java/util/concurrent/TimeUnit/convert(long,java.util.concurrent.TimeUnit)
17	java/lang/StringBuilder/toString()
18	org/slf4j/Logger/warn(java.lang.String,java.lang.Throwable)
19	com/netflix/servo/util/ThreadCpuStats$CpuUsage/getOverall()
20	java/lang/StringBuilder/append(java.lang.String)
21	com/netflix/servo/util/ThreadCpuStats$CpuUsage/getFifteenMinute()
22	java/lang/Long/longValue()
23	java/lang/management/ManagementFactory/getGarbageCollectorMXBeans()
24	java/lang/Object/getClass()
25	java/lang/reflect/Method/invoke(java.lang.Object,java.lang.Object[])
26	java/util/concurrent/atomic/AtomicLong/get()
27	org/slf4j/Logger/debug(java.lang.String,java.lang.Object,java.lang.Object)
28	java/util/Map$Entry/getKey()
29	java/util/Collection/iterator()
30	java/lang/management/ThreadMXBean/getThreadCpuTime(long)
31	java/util/List/iterator()
32	java/lang/management/ManagementFactory/getThreadMXBean()
33	com/netflix/servo/tag/SortedTagList$Builder/build()
34	com/netflix/servo/util/ThreadCpuStats$CpuUsage/getLastUpdateTime()
35	java/util/Date/Date()
36	java/lang/StringBuilder/append(java.lang.Object)
37	java/util/Iterator/next()
38	java/util/Arrays/binarySearch(long[],long)
39	com/netflix/servo/tag/SortedTagList$Builder/withTags(java.util.Collection)
40	java/lang/management/ManagementFactory/getOperatingSystemMXBean()
41	java/lang/StringBuilder/StringBuilder()
42	com/netflix/servo/util/ThreadCpuStats$CpuUsage/access$200(com.netflix.servo.util.ThreadCpuStats$CpuUsage,long)
43	java/util/Date/getTime()
44	com/google/common/collect/Lists/newArrayList()
45	org/slf4j/Logger/debug(java.lang.String)
46	com/netflix/servo/publish/JvmMetricPoller$MetricList/add(com.netflix.servo.Metric)
47	java/util/Map/entrySet()
48	java/util/Set/iterator()
49	java/lang/Runtime/availableProcessors()
50	java/util/Map/put(java.lang.Object,java.lang.Object)
51	java/util/Map/get(java.lang.Object)
52	java/util/Map$Entry/getValue()
53	java/lang/management/ThreadMXBean/getThreadInfo(long)
54	java/lang/Runtime/getRuntime()
55	java/util/Arrays/sort(long[])
56	java/lang/Class/getMethod(java.lang.String,java.lang.Class[])
57	java/util/Iterator/remove()
58	com/netflix/servo/util/ThreadCpuStats$CpuUsage/getFiveMinute()
59	java/lang/management/ManagementFactory/getRuntimeMXBean()
60	java/lang/management/GarbageCollectorMXBean/getName()
61	java/util/List/add(java.lang.Object)
62	java/lang/management/ThreadMXBean/isThreadCpuTimeEnabled()
63	java/util/List/size()
64	java/lang/Integer/valueOf(int)
65	java/util/concurrent/atomic/AtomicLong/set(long)
66	java/lang/management/RuntimeMXBean/getUptime()
67	javax/management/ObjectName/getKeyPropertyList()
68	com/netflix/servo/util/ThreadCpuStats$CpuUsage/getName()
