0	org/eclipse/jetty/util/resource/Resource/getURI()
1	org/eclipse/jetty/util/log/Logger/isDebugEnabled()
2	java/util/Iterator/hasNext()
3	org/eclipse/jetty/webapp/WebAppContext/isStarted()
4	org/eclipse/jetty/util/log/Logger/debug(java.lang.String,java.lang.Object[])
5	java/util/jar/JarEntry/getName()
6	org/eclipse/jetty/xml/XmlParser$Node/iterator()
7	java/lang/StringBuilder/toString()
8	java/lang/IllegalArgumentException/IllegalArgumentException(java.lang.String)
9	org/eclipse/jetty/util/resource/Resource/getURL()
10	java/lang/StringBuilder/append(java.lang.String)
11	java/lang/String/equalsIgnoreCase(java.lang.String)
12	java/lang/String/equals(java.lang.Object)
13	org/eclipse/jetty/server/handler/ContextHandler$Context/log(java.lang.String,java.lang.Throwable)
14	java/lang/String/endsWith(java.lang.String)
15	org/eclipse/jetty/xml/XmlConfiguration/configure(java.lang.Object)
16	org/eclipse/jetty/webapp/WebAppContext/getAttribute(java.lang.String)
17	java/lang/StringBuilder/append(java.lang.Object)
18	org/eclipse/jetty/util/resource/Resource/newResource(java.lang.String)
19	java/util/Iterator/next()
20	org/eclipse/jetty/webapp/WebAppContext/removeAttribute(java.lang.String)
21	org/eclipse/jetty/util/resource/Resource/addPath(java.lang.String)
22	java/lang/IllegalStateException/IllegalStateException(java.lang.String)
23	org/eclipse/jetty/xml/XmlConfiguration/XmlConfiguration(java.net.URL)
24	java/lang/StringBuilder/StringBuilder()
25	org/eclipse/jetty/xml/XmlParser$Node/toString(boolean,boolean)
26	org/eclipse/jetty/webapp/Configuration$ClassList/listIterator()
27	org/eclipse/jetty/util/resource/Resource/newResource(java.net.URI)
28	java/lang/String/toLowerCase(java.util.Locale)
29	java/util/ListIterator/hasNext()
30	org/eclipse/jetty/util/resource/Resource/isDirectory()
31	java/util/ListIterator/add(java.lang.Object)
32	org/eclipse/jetty/xml/XmlParser$Node/getTag()
33	org/eclipse/jetty/util/log/Logger/warn(java.lang.String,java.lang.Throwable)
34	java/lang/String/startsWith(java.lang.String)
35	org/eclipse/jetty/util/resource/Resource/exists()
36	org/eclipse/jetty/webapp/WebAppContext/getServletContext()
37	java/util/List/add(java.lang.Object)
38	java/util/ListIterator/next()
39	org/eclipse/jetty/xml/XmlParser$Node/get(java.lang.String)
40	java/util/ListIterator/previous()
