0	44	1
0	8	1
0	23	1
0	2	1
0	54	1
0	3	1
0	29	1
0	55	1
0	43	1
0	11	1
0	22	1
1	27	1
1	9	1
1	14	1
1	42	1
1	30	1
1	44	1
1	49	1
1	8	1
1	41	1
1	10	1
1	5	1
1	43	1
1	31	1
1	48	1
1	34	1
1	13	1
1	29	1
1	17	1
2	53	1
2	16	1
2	17	1
2	50	1
2	18	1
2	52	1
2	36	1
2	51	1
2	28	1
2	34	1
2	6	1
2	33	1
2	1	1
2	12	1
2	14	1
2	46	1
2	27	1
2	43	1
2	38	1
3	45	1
3	18	1
3	26	1
3	14	1
3	52	1
3	17	1
3	20	1
3	43	1
3	35	1
3	19	1
3	34	1
3	49	1
3	47	1
4	4	1
4	37	1
4	14	1
4	39	1
4	40	1
4	17	1
4	7	1
4	57	1
4	0	1
4	15	1
4	24	1
4	43	1
4	25	1
4	34	1
4	56	1
4	32	1
4	21	1
4	27	1
5	43	1
