0	55	1
0	18	1
0	22	1
0	0	1
0	57	1
0	51	1
0	32	1
0	58	1
0	67	1
0	53	1
0	21	1
0	19	1
0	61	1
0	60	1
0	9	1
0	70	1
0	33	1
0	26	1
0	37	1
0	1	1
1	14	1
1	11	1
1	7	1
1	20	1
1	25	1
1	8	1
1	38	1
1	39	1
1	6	1
1	47	1
1	4	1
1	52	1
1	35	1
1	37	1
1	16	1
1	48	1
1	18	1
1	49	1
1	58	1
2	24	1
2	40	1
2	63	1
2	62	1
2	17	1
2	41	1
2	23	1
2	36	1
2	15	1
2	59	1
3	43	1
3	44	1
3	13	1
3	3	1
3	28	1
3	31	1
3	42	1
3	5	1
3	45	1
3	68	1
3	46	1
3	27	1
3	64	1
3	50	1
3	10	1
3	29	1
4	2	1
4	54	1
4	34	1
4	15	1
4	69	1
4	12	1
4	36	1
4	66	1
4	30	1
4	56	1
4	65	1
4	17	1
5	32	1
5	22	1
5	61	1
5	37	1
