0	org/xwiki/component/descriptor/ComponentDescriptor/getRoleType()
1	java/util/Iterator/hasNext()
2	org/xwiki/component/annotation/ComponentDescriptorFactory/createComponentDescriptors(java.lang.Class,java.lang.reflect.Type)
3	org/xwiki/component/internal/RoleHint/RoleHint(java.lang.reflect.Type,java.lang.String)
4	java/lang/String/equals(java.lang.Object)
5	java/util/List/iterator()
6	java/util/Iterator/next()
7	org/xwiki/test/mockito/MockitoComponentMockingRule/registerComponent(org.xwiki.component.descriptor.ComponentDescriptor)
8	org/xwiki/component/descriptor/ComponentDescriptor/getRoleHint()
9	java/lang/reflect/Field/getName()
